schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	contrast_family	contrast_name	eligibility_status	terminal_status	message
mito_fraction_contrast_status_v1	inhibitory	339	inhibitory::Inh.ENOX2.SPHKAP::AD_vs_NCI__Female__e4	Inh ENOX2 SPHKAP	AD_vs_NCI	AD_vs_NCI__Female__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	340	inhibitory::Inh.ENOX2.SPHKAP::AD_vs_NCI__Male__e2	Inh ENOX2 SPHKAP	AD_vs_NCI	AD_vs_NCI__Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	inhibitory	341	inhibitory::Inh.ENOX2.SPHKAP::AD_vs_NCI__Male__e33	Inh ENOX2 SPHKAP	AD_vs_NCI	AD_vs_NCI__Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	342	inhibitory::Inh.ENOX2.SPHKAP::AD_vs_NCI__Male__e4	Inh ENOX2 SPHKAP	AD_vs_NCI	AD_vs_NCI__Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	343	inhibitory::Inh.ENOX2.SPHKAP::AD_effect_Female_minus_Male__e2	Inh ENOX2 SPHKAP	sex_interaction	AD_effect_Female_minus_Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	inhibitory	344	inhibitory::Inh.ENOX2.SPHKAP::AD_effect_Female_minus_Male__e33	Inh ENOX2 SPHKAP	sex_interaction	AD_effect_Female_minus_Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	345	inhibitory::Inh.ENOX2.SPHKAP::AD_effect_Female_minus_Male__e4	Inh ENOX2 SPHKAP	sex_interaction	AD_effect_Female_minus_Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	346	inhibitory::Inh.ENOX2.SPHKAP::AD_effect_e2_minus_e33__Female	Inh ENOX2 SPHKAP	apoe_interaction	AD_effect_e2_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2
mito_fraction_contrast_status_v1	inhibitory	347	inhibitory::Inh.ENOX2.SPHKAP::AD_effect_e4_minus_e33__Female	Inh ENOX2 SPHKAP	apoe_interaction	AD_effect_e4_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	348	inhibitory::Inh.ENOX2.SPHKAP::AD_effect_e2_minus_e33__Male	Inh ENOX2 SPHKAP	apoe_interaction	AD_effect_e2_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	inhibitory	349	inhibitory::Inh.ENOX2.SPHKAP::AD_effect_e4_minus_e33__Male	Inh ENOX2 SPHKAP	apoe_interaction	AD_effect_e4_minus_e33__Male	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	350	inhibitory::Inh.ENOX2.SPHKAP::AD_effect_heterogeneity_across_sex_APOE	Inh ENOX2 SPHKAP	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	inhibitory	351	inhibitory::Inh.FBN2.EPB41L4A::AD_vs_NCI__Female__e2	Inh FBN2 EPB41L4A	AD_vs_NCI	AD_vs_NCI__Female__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2
mito_fraction_contrast_status_v1	inhibitory	352	inhibitory::Inh.FBN2.EPB41L4A::AD_vs_NCI__Female__e33	Inh FBN2 EPB41L4A	AD_vs_NCI	AD_vs_NCI__Female__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	353	inhibitory::Inh.FBN2.EPB41L4A::AD_vs_NCI__Female__e4	Inh FBN2 EPB41L4A	AD_vs_NCI	AD_vs_NCI__Female__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	354	inhibitory::Inh.FBN2.EPB41L4A::AD_vs_NCI__Male__e2	Inh FBN2 EPB41L4A	AD_vs_NCI	AD_vs_NCI__Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	inhibitory	355	inhibitory::Inh.FBN2.EPB41L4A::AD_vs_NCI__Male__e33	Inh FBN2 EPB41L4A	AD_vs_NCI	AD_vs_NCI__Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	356	inhibitory::Inh.FBN2.EPB41L4A::AD_vs_NCI__Male__e4	Inh FBN2 EPB41L4A	AD_vs_NCI	AD_vs_NCI__Male__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e4
mito_fraction_contrast_status_v1	inhibitory	357	inhibitory::Inh.FBN2.EPB41L4A::AD_effect_Female_minus_Male__e2	Inh FBN2 EPB41L4A	sex_interaction	AD_effect_Female_minus_Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2,AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	inhibitory	358	inhibitory::Inh.FBN2.EPB41L4A::AD_effect_Female_minus_Male__e33	Inh FBN2 EPB41L4A	sex_interaction	AD_effect_Female_minus_Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	359	inhibitory::Inh.FBN2.EPB41L4A::AD_effect_Female_minus_Male__e4	Inh FBN2 EPB41L4A	sex_interaction	AD_effect_Female_minus_Male__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e4
mito_fraction_contrast_status_v1	inhibitory	360	inhibitory::Inh.FBN2.EPB41L4A::AD_effect_e2_minus_e33__Female	Inh FBN2 EPB41L4A	apoe_interaction	AD_effect_e2_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2
mito_fraction_contrast_status_v1	inhibitory	361	inhibitory::Inh.FBN2.EPB41L4A::AD_effect_e4_minus_e33__Female	Inh FBN2 EPB41L4A	apoe_interaction	AD_effect_e4_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	362	inhibitory::Inh.FBN2.EPB41L4A::AD_effect_e2_minus_e33__Male	Inh FBN2 EPB41L4A	apoe_interaction	AD_effect_e2_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	inhibitory	363	inhibitory::Inh.FBN2.EPB41L4A::AD_effect_e4_minus_e33__Male	Inh FBN2 EPB41L4A	apoe_interaction	AD_effect_e4_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e4
mito_fraction_contrast_status_v1	inhibitory	364	inhibitory::Inh.FBN2.EPB41L4A::AD_effect_heterogeneity_across_sex_APOE	Inh FBN2 EPB41L4A	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e2,AD__Female__e2,NCI__Male__e2,AD__Male__e2,NCI__Male__e4
mito_fraction_contrast_status_v1	inhibitory	365	inhibitory::Inh.GPC5.RIT2::AD_vs_NCI__Female__e2	Inh GPC5 RIT2	AD_vs_NCI	AD_vs_NCI__Female__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2
mito_fraction_contrast_status_v1	inhibitory	366	inhibitory::Inh.GPC5.RIT2::AD_vs_NCI__Female__e33	Inh GPC5 RIT2	AD_vs_NCI	AD_vs_NCI__Female__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	367	inhibitory::Inh.GPC5.RIT2::AD_vs_NCI__Female__e4	Inh GPC5 RIT2	AD_vs_NCI	AD_vs_NCI__Female__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e4
mito_fraction_contrast_status_v1	inhibitory	368	inhibitory::Inh.GPC5.RIT2::AD_vs_NCI__Male__e2	Inh GPC5 RIT2	AD_vs_NCI	AD_vs_NCI__Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	inhibitory	369	inhibitory::Inh.GPC5.RIT2::AD_vs_NCI__Male__e33	Inh GPC5 RIT2	AD_vs_NCI	AD_vs_NCI__Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	370	inhibitory::Inh.GPC5.RIT2::AD_vs_NCI__Male__e4	Inh GPC5 RIT2	AD_vs_NCI	AD_vs_NCI__Male__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4
mito_fraction_contrast_status_v1	inhibitory	371	inhibitory::Inh.GPC5.RIT2::AD_effect_Female_minus_Male__e2	Inh GPC5 RIT2	sex_interaction	AD_effect_Female_minus_Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2,AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	inhibitory	372	inhibitory::Inh.GPC5.RIT2::AD_effect_Female_minus_Male__e33	Inh GPC5 RIT2	sex_interaction	AD_effect_Female_minus_Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	373	inhibitory::Inh.GPC5.RIT2::AD_effect_Female_minus_Male__e4	Inh GPC5 RIT2	sex_interaction	AD_effect_Female_minus_Male__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e4,AD__Male__e4,NCI__Male__e4
mito_fraction_contrast_status_v1	inhibitory	374	inhibitory::Inh.GPC5.RIT2::AD_effect_e2_minus_e33__Female	Inh GPC5 RIT2	apoe_interaction	AD_effect_e2_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2
mito_fraction_contrast_status_v1	inhibitory	375	inhibitory::Inh.GPC5.RIT2::AD_effect_e4_minus_e33__Female	Inh GPC5 RIT2	apoe_interaction	AD_effect_e4_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e4
mito_fraction_contrast_status_v1	inhibitory	376	inhibitory::Inh.GPC5.RIT2::AD_effect_e2_minus_e33__Male	Inh GPC5 RIT2	apoe_interaction	AD_effect_e2_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	inhibitory	377	inhibitory::Inh.GPC5.RIT2::AD_effect_e4_minus_e33__Male	Inh GPC5 RIT2	apoe_interaction	AD_effect_e4_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4
mito_fraction_contrast_status_v1	inhibitory	378	inhibitory::Inh.GPC5.RIT2::AD_effect_heterogeneity_across_sex_APOE	Inh GPC5 RIT2	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e2,AD__Female__e2,NCI__Male__e2,AD__Male__e2,NCI__Female__e4,NCI__Male__e4,AD__Male__e4
mito_fraction_contrast_status_v1	inhibitory	379	inhibitory::Inh.L1.PAX6.CA4::AD_vs_NCI__Female__e2	Inh L1 PAX6 CA4	AD_vs_NCI	AD_vs_NCI__Female__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2
mito_fraction_contrast_status_v1	inhibitory	380	inhibitory::Inh.L1.PAX6.CA4::AD_vs_NCI__Female__e33	Inh L1 PAX6 CA4	AD_vs_NCI	AD_vs_NCI__Female__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	381	inhibitory::Inh.L1.PAX6.CA4::AD_vs_NCI__Female__e4	Inh L1 PAX6 CA4	AD_vs_NCI	AD_vs_NCI__Female__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e4
mito_fraction_contrast_status_v1	inhibitory	382	inhibitory::Inh.L1.PAX6.CA4::AD_vs_NCI__Male__e2	Inh L1 PAX6 CA4	AD_vs_NCI	AD_vs_NCI__Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	inhibitory	383	inhibitory::Inh.L1.PAX6.CA4::AD_vs_NCI__Male__e33	Inh L1 PAX6 CA4	AD_vs_NCI	AD_vs_NCI__Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	384	inhibitory::Inh.L1.PAX6.CA4::AD_vs_NCI__Male__e4	Inh L1 PAX6 CA4	AD_vs_NCI	AD_vs_NCI__Male__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4
mito_fraction_contrast_status_v1	inhibitory	385	inhibitory::Inh.L1.PAX6.CA4::AD_effect_Female_minus_Male__e2	Inh L1 PAX6 CA4	sex_interaction	AD_effect_Female_minus_Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2,AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	inhibitory	386	inhibitory::Inh.L1.PAX6.CA4::AD_effect_Female_minus_Male__e33	Inh L1 PAX6 CA4	sex_interaction	AD_effect_Female_minus_Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	inhibitory	387	inhibitory::Inh.L1.PAX6.CA4::AD_effect_Female_minus_Male__e4	Inh L1 PAX6 CA4	sex_interaction	AD_effect_Female_minus_Male__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e4,AD__Male__e4,NCI__Male__e4
mito_fraction_contrast_status_v1	inhibitory	388	inhibitory::Inh.L1.PAX6.CA4::AD_effect_e2_minus_e33__Female	Inh L1 PAX6 CA4	apoe_interaction	AD_effect_e2_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2
mito_fraction_contrast_status_v1	inhibitory	389	inhibitory::Inh.L1.PAX6.CA4::AD_effect_e4_minus_e33__Female	Inh L1 PAX6 CA4	apoe_interaction	AD_effect_e4_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e4
mito_fraction_contrast_status_v1	inhibitory	390	inhibitory::Inh.L1.PAX6.CA4::AD_effect_e2_minus_e33__Male	Inh L1 PAX6 CA4	apoe_interaction	AD_effect_e2_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	inhibitory	391	inhibitory::Inh.L1.PAX6.CA4::AD_effect_e4_minus_e33__Male	Inh L1 PAX6 CA4	apoe_interaction	AD_effect_e4_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4
mito_fraction_contrast_status_v1	inhibitory	392	inhibitory::Inh.L1.PAX6.CA4::AD_effect_heterogeneity_across_sex_APOE	Inh L1 PAX6 CA4	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e2,AD__Female__e2,NCI__Male__e2,AD__Male__e2,NCI__Female__e4,NCI__Male__e4,AD__Male__e4
mito_fraction_contrast_status_v1	inhibitory	393	inhibitory::Inh.L1.2.PAX6.SCGN::AD_vs_NCI__Female__e2	Inh L1-2 PAX6 SCGN	AD_vs_NCI	AD_vs_NCI__Female__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2
mito_fraction_contrast_status_v1	inhibitory	394	inhibitory::Inh.L1.2.PAX6.SCGN::AD_vs_NCI__Female__e33	Inh L1-2 PAX6 SCGN	AD_vs_NCI	AD_vs_NCI__Female__e33	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e33,NCI__Female__e33
mito_fraction_contrast_status_v1	inhibitory	395	inhibitory::Inh.L1.2.PAX6.SCGN::AD_vs_NCI__Female__e4	Inh L1-2 PAX6 SCGN	AD_vs_NCI	AD_vs_NCI__Female__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e4,NCI__Female__e4
mito_fraction_contrast_status_v1	inhibitory	396	inhibitory::Inh.L1.2.PAX6.SCGN::AD_vs_NCI__Male__e2	Inh L1-2 PAX6 SCGN	AD_vs_NCI	AD_vs_NCI__Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	inhibitory	397	inhibitory::Inh.L1.2.PAX6.SCGN::AD_vs_NCI__Male__e33	Inh L1-2 PAX6 SCGN	AD_vs_NCI	AD_vs_NCI__Male__e33	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e33,NCI__Male__e33
mito_fraction_contrast_status_v1	inhibitory	398	inhibitory::Inh.L1.2.PAX6.SCGN::AD_vs_NCI__Male__e4	Inh L1-2 PAX6 SCGN	AD_vs_NCI	AD_vs_NCI__Male__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4
mito_fraction_contrast_status_v1	inhibitory	399	inhibitory::Inh.L1.2.PAX6.SCGN::AD_effect_Female_minus_Male__e2	Inh L1-2 PAX6 SCGN	sex_interaction	AD_effect_Female_minus_Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2,AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	inhibitory	400	inhibitory::Inh.L1.2.PAX6.SCGN::AD_effect_Female_minus_Male__e33	Inh L1-2 PAX6 SCGN	sex_interaction	AD_effect_Female_minus_Male__e33	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e33,NCI__Female__e33,AD__Male__e33,NCI__Male__e33
mito_fraction_contrast_status_v1	inhibitory	401	inhibitory::Inh.L1.2.PAX6.SCGN::AD_effect_Female_minus_Male__e4	Inh L1-2 PAX6 SCGN	sex_interaction	AD_effect_Female_minus_Male__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e4,NCI__Female__e4,AD__Male__e4,NCI__Male__e4
mito_fraction_contrast_status_v1	inhibitory	402	inhibitory::Inh.L1.2.PAX6.SCGN::AD_effect_e2_minus_e33__Female	Inh L1-2 PAX6 SCGN	apoe_interaction	AD_effect_e2_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2,AD__Female__e33,NCI__Female__e33
mito_fraction_contrast_status_v1	inhibitory	403	inhibitory::Inh.L1.2.PAX6.SCGN::AD_effect_e4_minus_e33__Female	Inh L1-2 PAX6 SCGN	apoe_interaction	AD_effect_e4_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e4,NCI__Female__e4,AD__Female__e33,NCI__Female__e33
mito_fraction_contrast_status_v1	inhibitory	404	inhibitory::Inh.L1.2.PAX6.SCGN::AD_effect_e2_minus_e33__Male	Inh L1-2 PAX6 SCGN	apoe_interaction	AD_effect_e2_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2,AD__Male__e33,NCI__Male__e33
mito_fraction_contrast_status_v1	inhibitory	405	inhibitory::Inh.L1.2.PAX6.SCGN::AD_effect_e4_minus_e33__Male	Inh L1-2 PAX6 SCGN	apoe_interaction	AD_effect_e4_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4,AD__Male__e33,NCI__Male__e33
