schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	contrast_family	contrast_name	eligibility_status	terminal_status	message
mito_fraction_contrast_status_v1	excitatory_set2	73	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_vs_NCI__Female__e4	Exc L3-5 RORB PLCH1	AD_vs_NCI	AD_vs_NCI__Female__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	74	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_vs_NCI__Male__e2	Exc L3-5 RORB PLCH1	AD_vs_NCI	AD_vs_NCI__Male__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	75	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_vs_NCI__Male__e33	Exc L3-5 RORB PLCH1	AD_vs_NCI	AD_vs_NCI__Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	76	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_vs_NCI__Male__e4	Exc L3-5 RORB PLCH1	AD_vs_NCI	AD_vs_NCI__Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	77	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_effect_Female_minus_Male__e2	Exc L3-5 RORB PLCH1	sex_interaction	AD_effect_Female_minus_Male__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	78	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_effect_Female_minus_Male__e33	Exc L3-5 RORB PLCH1	sex_interaction	AD_effect_Female_minus_Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	79	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_effect_Female_minus_Male__e4	Exc L3-5 RORB PLCH1	sex_interaction	AD_effect_Female_minus_Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	80	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_effect_e2_minus_e33__Female	Exc L3-5 RORB PLCH1	apoe_interaction	AD_effect_e2_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	81	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_effect_e4_minus_e33__Female	Exc L3-5 RORB PLCH1	apoe_interaction	AD_effect_e4_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	82	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_effect_e2_minus_e33__Male	Exc L3-5 RORB PLCH1	apoe_interaction	AD_effect_e2_minus_e33__Male	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	83	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_effect_e4_minus_e33__Male	Exc L3-5 RORB PLCH1	apoe_interaction	AD_effect_e4_minus_e33__Male	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	84	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_effect_heterogeneity_across_sex_APOE	Exc L3-5 RORB PLCH1	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	85	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_vs_NCI__Female__e2	Exc L4-5 RORB GABRG1	AD_vs_NCI	AD_vs_NCI__Female__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	86	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_vs_NCI__Female__e33	Exc L4-5 RORB GABRG1	AD_vs_NCI	AD_vs_NCI__Female__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	87	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_vs_NCI__Female__e4	Exc L4-5 RORB GABRG1	AD_vs_NCI	AD_vs_NCI__Female__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	88	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_vs_NCI__Male__e2	Exc L4-5 RORB GABRG1	AD_vs_NCI	AD_vs_NCI__Male__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	89	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_vs_NCI__Male__e33	Exc L4-5 RORB GABRG1	AD_vs_NCI	AD_vs_NCI__Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	90	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_vs_NCI__Male__e4	Exc L4-5 RORB GABRG1	AD_vs_NCI	AD_vs_NCI__Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	91	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_effect_Female_minus_Male__e2	Exc L4-5 RORB GABRG1	sex_interaction	AD_effect_Female_minus_Male__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	92	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_effect_Female_minus_Male__e33	Exc L4-5 RORB GABRG1	sex_interaction	AD_effect_Female_minus_Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	93	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_effect_Female_minus_Male__e4	Exc L4-5 RORB GABRG1	sex_interaction	AD_effect_Female_minus_Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	94	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_effect_e2_minus_e33__Female	Exc L4-5 RORB GABRG1	apoe_interaction	AD_effect_e2_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	95	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_effect_e4_minus_e33__Female	Exc L4-5 RORB GABRG1	apoe_interaction	AD_effect_e4_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	96	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_effect_e2_minus_e33__Male	Exc L4-5 RORB GABRG1	apoe_interaction	AD_effect_e2_minus_e33__Male	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	97	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_effect_e4_minus_e33__Male	Exc L4-5 RORB GABRG1	apoe_interaction	AD_effect_e4_minus_e33__Male	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	98	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_effect_heterogeneity_across_sex_APOE	Exc L4-5 RORB GABRG1	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	99	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_vs_NCI__Female__e2	Exc L4-5 RORB IL1RAPL2	AD_vs_NCI	AD_vs_NCI__Female__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	100	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_vs_NCI__Female__e33	Exc L4-5 RORB IL1RAPL2	AD_vs_NCI	AD_vs_NCI__Female__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	101	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_vs_NCI__Female__e4	Exc L4-5 RORB IL1RAPL2	AD_vs_NCI	AD_vs_NCI__Female__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	102	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_vs_NCI__Male__e2	Exc L4-5 RORB IL1RAPL2	AD_vs_NCI	AD_vs_NCI__Male__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	103	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_vs_NCI__Male__e33	Exc L4-5 RORB IL1RAPL2	AD_vs_NCI	AD_vs_NCI__Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	104	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_vs_NCI__Male__e4	Exc L4-5 RORB IL1RAPL2	AD_vs_NCI	AD_vs_NCI__Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	105	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_effect_Female_minus_Male__e2	Exc L4-5 RORB IL1RAPL2	sex_interaction	AD_effect_Female_minus_Male__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	106	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_effect_Female_minus_Male__e33	Exc L4-5 RORB IL1RAPL2	sex_interaction	AD_effect_Female_minus_Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	107	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_effect_Female_minus_Male__e4	Exc L4-5 RORB IL1RAPL2	sex_interaction	AD_effect_Female_minus_Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	108	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_effect_e2_minus_e33__Female	Exc L4-5 RORB IL1RAPL2	apoe_interaction	AD_effect_e2_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	109	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_effect_e4_minus_e33__Female	Exc L4-5 RORB IL1RAPL2	apoe_interaction	AD_effect_e4_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	110	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_effect_e2_minus_e33__Male	Exc L4-5 RORB IL1RAPL2	apoe_interaction	AD_effect_e2_minus_e33__Male	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	111	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_effect_e4_minus_e33__Male	Exc L4-5 RORB IL1RAPL2	apoe_interaction	AD_effect_e4_minus_e33__Male	eligible	validated_complete	
mito_fraction_contrast_status_v1	excitatory_set2	112	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_effect_heterogeneity_across_sex_APOE	Exc L4-5 RORB IL1RAPL2	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	eligible	validated_complete	
